1360
1290,446;771
771,860;585
771,860;446
585,446;771
585,446;860
1159;665
561,1150;728
561,1150;796
944,935;972
944,935;973
972,973;944
972,973;935
1233,1051,1188,484;883
1233,1051,1188,484;20
1233,1051,1188,484;310
349;933
961,6;417
961,6;731
961,6;1324
970,675;991
970,675;607
848,1241;435
848,1241;886
872,6;417
872,6;731
872,6;1167
1160;1118
518;141
141;518
1120,675,285;128
1120,675,285;1188
1120,675,285;518
529,1188;1061
529,1188;477
840;1281
1312,105;433
1312,105;125
81,1150,407;547
81,1150,407;731
81,1150,407;1343
1103;47
47;1103
675,899,1205;1298
675,899,1205;371
675,899,1205;477
1236;121
121;1236
291;517
517;291
771,940,287;842
771,940,287;731
771,940,287;446
771,940,287;359
1346,1155,5,917,699;415
1346,1155,5,917,699;239
1346,1155,5,917,699;722
1346,1155,5,917,699;179
1346,1155,5,917,699;1119
418,631;804
418,631;198
337;624
624;337
1108,415;963
1108,415;5
81,507,1150;232
81,507,1150;731
81,507,1150;1343
838;868
868;838
736,899;1248
736,899;565
1248,565;736
1248,565;899
714,895;526
714,895;1271
526,1271;714
526,1271;895
1084,687;731
1084,687;915
731,915;1084
731,915;687
178,1050,899;608
178,1050,899;1019
178,1050,899;1188
178,1050,899;565
418,343;322
418,343;198
731,915;82
731,915;1119
82,1119;731
82,1119;915
833,1150;842
833,1150;724
29,687;1
29,687;731
1,731;29
1,731;687
784,771;1090
784,771;446
1090,446;784
1090,446;771
336,771,1150,15;289
336,771,1150,15;904
336,771,1150,15;940
336,771,1150,15;922
336,771,1150,15;731
800;96
96;800
1000,1150;784
1000,1150;731
1000,1150;1158
387;654
654;387
1149,1165;530
1149,1165;731
1149,1165;915
1209;1357
1357;1209
418,548;80
418,548;198
899,631;688
899,631;565
688,565;899
688,565;631
86;341
341;86
1354,883;1233
1354,883;1242
1233,1242;1354
1233,1242;883
895,655;673
895,655;526
673,526;895
673,526;655
1065;1197
1197;1065
691,702;1008
691,702;731
691,702;1253
94,771,1150;842
94,771,1150;731
94,771,1150;44
94,771,1150;446
336,771,575;904
336,771,575;922
336,771,575;731
336,771,575;431
523,374;696
523,374;93
696,93;523
696,93;374
944,795;842
944,795;972
842,972;944
842,972;795
1333,30;445
1333,30;838
1333,30;687
431;328
431;374
328,374;431
161,731,707,1343;81
161,731,707,1343;1123
161,731,707,1343;1150
1030,247;1268
1030,247;308
161,458,731,1343;81
161,458,731,1343;1150
161,458,731,1343;86
1047;329
329;1047
1242,310;577
1242,310;1188
577,1188;1242
577,1188;310
608,731,565;899
608,731,565;1188
608,731,565;310
930;1010
1010;930
946,310;985
946,310;675
946,310;1188
784,1290;1090
1090;784
1090;1290
254;1180
1180;254
784,1316;1090
784,1316;791
1090,791;784
1090,791;1316
784,677;1193
784,677;1090
1193,1090;784
1193,1090;677
784,585;1090
784,585;860
1090,860;784
1090,860;585
784,418;322
784,418;1090
322,1090;784
322,1090;418
784,376;1090
784,376;804
1090,804;784
1090,804;376
1168;1131
1131;1168
885,310;1256
885,310;523
885,310;1188
771,1301,287;904
771,1301,287;922
771,1301,287;339
771,1301,287;731
1268;940
731,543;1188
731,543;975
1131;571
571;1131
771,422;731
771,422;446
771,422;606
497;1131
1131;497
895,1351;526
895,1351;919
526,919;895
526,919;1351
310,135;178
310,135;164
634;442
810;956
956;810
1054;782
992,771;731
992,771;446
992,771;623
995,214;706
995,214;1150
731,294;138
731,294;407
524,895;526
524,895;831
526,831;524
526,831;895
457,771,731;922
457,771,731;717
573;921
921;573
1034,6;417
1034,6;731
1034,6;420
417,731,420;1034
417,731,420;6
899,548;763
899,548;565
763,565;899
763,565;548
953,691,1150;1008
953,691,1150;1321
953,691,1150;731
944,1014;972
944,1014;254
536;989
989;536
833,620;888
833,620;731
833,620;757
614,895;140
614,895;526
140,526;614
140,526;895
899,638;117
899,638;565
117,565;899
117,565;638
914;875
169,254;929
169,254;940
929,940;169
929,940;254
611;564
564;611
728;1087
1087;728
1168,944;1131
1168,944;972
1131,972;1168
1131,972;944
72;138
138;72
169,287;940
169,287;845
940,845;169
940,845;287
410,771;1266
410,771;731
410,771;446
1111,1071,133,31;197
1111,1071,133,31;990
1111,1071,133,31;479
852;310
852;375
310,375;852
299;180
180;299
1112,226;552
1112,226;687
1112,226;1175
76;582
582;76
48;40
1247;248
248;1247
1120,658;1256
1120,658;1188
1120,658;128
1256,1188,128;1120
1256,1188,128;658
1120,675,911,146,310;128
1120,675,911,146,310;1188
1120,675,911,146,310;775
1120,675,911,146,310;1114
1120,675,911,146,310;477
1308,1150;590
899,223;565
899,223;1310
565,1310;899
565,1310;223
114;58
58;114
160,895;1291
160,895;526
1291,526;160
1291,526;895
473,1271;714
473,1271;655
714,655;473
714,655;1271
81,1219;992
81,1219;731
81,1219;1343
938,477,310;675
938,477,310;1188
938,477,310;1023
1081;1021
1021;1081
518;1055
1055;518
1018,588;1320
1018,588;886
15;560
162,583;536
162,583;1122
536,1122;162
536,1122;583
639;89
89;639
1320,1150;1018
1320,1150;731
1320,1150;1045
304;1124
905,197;497
905,197;1071
905,197;49
1313,1150;961
1313,1150;287
1081;148
148;1081
366,895;219
366,895;526
219,526;366
219,526;895
899,343;565
899,343;198
565,198;899
565,198;343
75,731,335;609
75,731,335;922
75,731,335;138
1079;1117
592,26;1033
592,26;731
592,26;598
473,99;38
473,99;655
38,655;473
38,655;99
0,161,813;872
0,161,813;868
0,161,813;1150
261;484
484;261
578;484
484;578
699,1155,5,348;722
699,1155,5,348;179
699,1155,5,348;581
699,1155,5,348;1119
872,161,1150;291
872,161,1150;29
872,161,1150;263
841,691,1150;1008
841,691,1150;731
841,691,1150;1196
1008,731,1196;841
1008,731,1196;691
1008,731,1196;1150
1113,1134;1243
1113,1134;1031
1243,1031;1113
1243,1031;1134
771,671;664
771,671;731
771,671;446
296,836;988
296,836;229
296,836;1356
922,595;609
922,595;771
922,595;731
1346,5,398;1101
1346,5,398;415
1356,895,759;900
1356,895,759;351
81,306,1150;731
81,306,1150;1165
81,306,1150;1343
82,647;353
82,647;998
1249,1161;369
1249,1161;178
1249,1161;1354
932;604
932;1045
778,1052;780
778,1052;886
867,1150;842
867,1150;1075
820,1150;1153
820,1150;298
893;857
857;893
517;1051
517;310
10,687;731
10,687;126
731,126;10
731,126;687
944,1217,892;936
944,1217,892;972
944,1217,892;1358
